segment_id,start_lon,start_lat,end_lon,end_lat,material,diameter_m,length_m,zone_id,pipeline_type,data_quality_flag,assumed_age_years,design_lifespan_years,hw_c_value,start_node_id,end_node_id
2377,75.895948,17.649797,75.896069,17.650456,CI,0.1,77.14123,zone_6,Distribution Pipeline,complete,35,50,100,3047,3089
2378,75.895559,17.649287,75.89664,17.648642,CI,0.1,135.28275,zone_6,Distribution Pipeline,complete,35,50,100,2982,3215
2379,75.89564,17.649253,75.895971,17.649722,CI,0.1,63.24282,zone_6,Distribution Pipeline,complete,35,50,100,2982,3070
2380,75.895911,17.64909,75.896223,17.649552,CI,0.1,60.98624,zone_6,Distribution Pipeline,complete,35,50,100,3046,3106
2381,75.896108,17.648964,75.896403,17.649376,CI,0.1,55.37558,zone_6,Distribution Pipeline,complete,35,50,100,3088,3165
2382,75.895763,17.649184,75.896047,17.649633,CI,0.1,58.27023,zone_6,Distribution Pipeline,complete,35,50,100,3024,3069
2383,75.894857,17.649953,75.89523,17.650899,CI,0.1,112.06946,zone_6,Distribution Pipeline,complete,35,50,100,2825,2893
2384,75.894944,17.649901,75.895344,17.650963,CI,0.1,125.60088,zone_6,Distribution Pipeline,complete,35,50,100,2824,2926
2385,75.895041,17.649843,75.895439,17.650858,CI,0.1,120.09805,zone_6,Distribution Pipeline,complete,35,50,100,2850,2945
2386,75.894769,17.650005,75.894894,17.650392,CI,0.1,44.88783,zone_6,Distribution Pipeline,complete,35,50,100,2799,2826
2387,75.894533,17.650156,75.894893,17.650933,CI,0.1,94.39722,zone_6,Distribution Pipeline,complete,35,50,100,2716,2828
2388,75.894682,17.650056,75.894947,17.65071,CI,0.1,77.62921,zone_6,Distribution Pipeline,complete,35,50,100,2771,2827
2389,75.895118,17.649775,75.895461,17.650503,CI,0.1,89.09007,zone_6,Distribution Pipeline,complete,35,50,100,2867,2967
2390,75.895172,17.649724,75.895482,17.649455,CI,0.1,44.56738,zone_6,Distribution Pipeline,complete,35,50,100,2892,2965
2391,75.895346,17.649595,75.895531,17.650431,CI,0.1,105.31167,zone_6,Distribution Pipeline,complete,35,50,100,2925,2966
2392,75.894838,17.65112,75.895256,17.650992,CI,0.1,46.59189,zone_6,Distribution Pipeline,complete,35,50,100,2800,2926
2393,75.895071,17.651049,75.895158,17.651321,CI,0.1,31.49142,zone_6,Distribution Pipeline,complete,35,50,100,2868,2894
2394,75.894855,17.64891,75.894378,17.649084,CI,0.1,54.14457,zone_6,Distribution Pipeline,complete,35,50,100,2821,2686
2395,75.894662,17.649232,75.894894,17.649768,CI,0.1,85.04603,zone_6,Distribution Pipeline,complete,35,50,100,2770,2823
2396,75.894441,17.649286,75.894637,17.649978,CI,0.1,84.02226,zone_6,Distribution Pipeline,complete,35,50,100,2687,2740
2397,75.894478,17.649556,75.894444,17.650102,CI,0.1,80.20907,zone_6,Distribution Pipeline,complete,35,50,100,2715,2688
2398,75.894343,17.649819,75.894338,17.650178,CI,0.1,51.30943,zone_6,Distribution Pipeline,complete,35,50,100,2656,2657
2399,75.895316,17.649072,75.89542,17.649402,CI,0.1,38.15356,zone_6,Distribution Pipeline,complete,35,50,100,2923,2944
2400,75.895186,17.649103,75.895295,17.649449,CI,0.1,39.9456,zone_6,Distribution Pipeline,complete,35,50,100,2890,2924
2401,75.895028,17.649141,75.895175,17.649585,CI,0.1,51.50915,zone_6,Distribution Pipeline,complete,35,50,100,2849,2891
2402,75.895851,17.648534,75.894976,17.64883,CI,0.1,98.5332,zone_6,Distribution Pipeline,complete,35,50,100,3045,2848
2403,75.894717,17.648524,75.895091,17.648386,CI,0.1,42.50103,zone_6,Distribution Pipeline,complete,35,50,100,2768,2863
2404,75.89467,17.648396,75.895114,17.648219,CI,0.1,50.9525,zone_6,Distribution Pipeline,complete,35,50,100,2767,2862
2405,75.894613,17.648249,75.895051,17.648091,CI,0.1,49.64993,zone_6,Distribution Pipeline,complete,35,50,100,2738,2861
2406,75.895116,17.647924,75.895263,17.648342,CI,0.1,48.82125,zone_6,Distribution Pipeline,complete,35,50,100,2860,2921
2407,75.895295,17.647859,75.895376,17.64807,CI,0.1,24.86706,zone_6,Distribution Pipeline,complete,35,50,100,2920,2942
2408,75.896104,17.647567,75.896259,17.647957,CI,0.1,46.15431,zone_6,Distribution Pipeline,complete,35,50,100,3086,3133
2409,75.895917,17.647631,75.896049,17.647996,CI,0.1,42.73332,zone_6,Distribution Pipeline,complete,35,50,100,3042,3067
2410,75.895712,17.648186,75.896427,17.647932,CI,0.1,80.97213,zone_6,Distribution Pipeline,complete,35,50,100,3007,3163
2411,75.895889,17.648123,75.896029,17.648508,CI,0.1,45.08795,zone_6,Distribution Pipeline,complete,35,50,100,3044,3068
2412,75.89607,17.648059,75.896239,17.6485,CI,0.1,52.03742,zone_6,Distribution Pipeline,complete,35,50,100,3087,3105
2413,75.896282,17.647983,75.896437,17.648456,CI,0.1,54.80426,zone_6,Distribution Pipeline,complete,35,50,100,3133,3164
2414,75.895716,17.647704,75.895852,17.648006,CI,0.1,36.3986,zone_6,Distribution Pipeline,complete,35,50,100,3006,3043
2415,75.896365,17.647648,75.897252,17.64743,CI,0.1,97.40266,zone_6,Distribution Pipeline,complete,35,50,100,3162,3360
2416,75.896857,17.646484,75.89705,17.647397,CI,0.1,112.82859,zone_6,Distribution Pipeline,complete,35,50,100,3270,
2417,75.897027,17.646473,75.897296,17.647238,CI,0.1,96.24109,zone_6,Distribution Pipeline,complete,35,50,100,3297,3359
2418,75.896513,17.648059,75.896886,17.647905,CI,0.1,43.40905,zone_6,Distribution Pipeline,complete,35,50,100,3187,3271
2419,75.896473,17.647948,75.89681,17.647768,CI,0.1,41.04496,zone_6,Distribution Pipeline,complete,35,50,100,3186,3254
2420,75.894184,17.644856,75.894149,17.645208,CI,0.1,39.18601,zone_5,Distribution Pipeline,complete,35,50,100,2624,2602
2421,75.894381,17.644879,75.894315,17.645617,CI,0.1,82.00219,zone_6,Distribution Pipeline,complete,35,50,100,2681,2653
2422,75.894514,17.655046,75.895332,17.654257,CI,0.1,145.40721,zone_6,Distribution Pipeline,complete,35,50,100,2719,2927
2423,75.894391,17.654127,75.895051,17.654092,CI,0.1,70.57157,zone_6,Distribution Pipeline,complete,35,50,100,2691,2870
2424,75.893895,17.644819,75.893615,17.646047,CI,0.1,141.68505,zone_6,Distribution Pipeline,complete,35,50,100,2563,2521
2425,75.891425,17.640918,75.891627,17.641896,CI,0.1,110.31843,zone_5,Distribution Pipeline,complete,35,50,100,2204,2234
2426,75.890976,17.640971,75.891117,17.641625,CI,0.1,73.88932,zone_5,Distribution Pipeline,complete,35,50,100,2151,2173
2427,75.891065,17.641384,75.890733,17.64298,CI,0.1,244.00164,zone_5,Distribution Pipeline,complete,35,50,100,2172,2130
2428,75.900118,17.64207,75.899842,17.64216,CI,0.1,30.90055,zone_5,Distribution Pipeline,complete,35,50,100,3933,3862
2429,75.900238,17.642426,75.899745,17.642594,CI,0.1,55.55995,zone_5,Distribution Pipeline,complete,35,50,100,3964,3836
2430,75.900283,17.642559,75.899656,17.642781,CI,0.1,70.87449,zone_5,Distribution Pipeline,complete,35,50,100,3999,3837
2431,75.900344,17.642755,75.899731,17.642966,CI,0.1,69.0517,zone_5,Distribution Pipeline,complete,35,50,100,4001,3838
2432,75.900516,17.643555,75.899606,17.643758,CI,0.1,99.14027,zone_5,Distribution Pipeline,complete,35,50,100,4054,3811
2433,75.899871,17.645126,75.900336,17.644959,CI,0.1,52.68553,zone_6,Distribution Pipeline,complete,35,50,100,3882,4002
2434,75.900878,17.64525,75.901634,17.644898,CI,0.1,89.15302,zone_6,Distribution Pipeline,complete,35,50,100,,4339
2435,75.901049,17.645598,75.901628,17.645327,CI,0.1,68.34725,zone_6,Distribution Pipeline,complete,35,50,100,4182,4340
2436,75.900983,17.64546,75.900399,17.645727,CI,0.1,68.7052,zone_6,Distribution Pipeline,complete,35,50,100,4181,4024
2437,75.898825,17.641564,75.898987,17.64205,CI,0.1,56.43101,zone_5,Distribution Pipeline,complete,35,50,100,3663,
2438,75.898987,17.64205,75.898825,17.641564,CI,0.1,56.43101,zone_5,Distribution Pipeline,complete,35,50,100,,3663
2439,75.898825,17.641564,75.898681,17.641154,CI,0.1,47.94819,zone_5,Distribution Pipeline,complete,35,50,100,3663,3650
2440,75.899121,17.641442,75.898958,17.641034,CI,0.1,48.346,zone_5,Distribution Pipeline,complete,35,50,100,3721,3701
2441,75.899512,17.639732,75.898236,17.639899,CI,0.1,136.69366,zone_5,Distribution Pipeline,complete,35,50,100,3793,3555
2442,75.899511,17.639054,75.898628,17.639048,CI,0.1,93.70847,zone_5,Distribution Pipeline,complete,35,50,100,3791,3636
2443,75.919999,17.662657,75.920066,17.663382,CI,0.1,80.60395,zone_8,Distribution Pipeline,complete,35,50,100,8381,8395
2444,75.919707,17.662666,75.919755,17.663363,CI,0.1,77.32793,zone_8,Distribution Pipeline,complete,35,50,100,8342,8353
2445,75.949107,17.647469,75.952004,17.647546,CI,0.1,307.64681,zone_4,Distribution Pipeline,complete,35,50,100,11949,12193
2446,75.920175,17.659918,75.920375,17.660882,CI,0.1,108.71854,zone_4,Distribution Pipeline,complete,35,50,100,8407,8426
2447,75.919499,17.661277,75.9191,17.660179,CI,0.1,128.66446,zone_8,Distribution Pipeline,complete,35,50,100,8320,8268
2448,75.919189,17.660423,75.919649,17.660277,CI,0.1,51.49844,zone_8,Distribution Pipeline,complete,35,50,100,8286,8330
2449,75.919293,17.660711,75.919715,17.660573,CI,0.1,47.25294,zone_8,Distribution Pipeline,complete,35,50,100,8298,8340
2450,75.919126,17.66025,75.919605,17.660083,CI,0.1,54.11114,zone_8,Distribution Pipeline,complete,35,50,100,8269,8329
2451,75.917531,17.660118,75.916988,17.66035,CI,0.1,62.99495,zone_8,Distribution Pipeline,complete,35,50,100,7998,7873
2452,75.91885,17.660796,75.916921,17.661151,CI,0.1,238.63615,zone_8,Distribution Pipeline,complete,35,50,100,,7857
2453,75.918374,17.663002,75.91878,17.662531,CI,0.1,67.60034,zone_8,Distribution Pipeline,complete,35,50,100,8178,8237
2454,75.922111,17.658783,75.922895,17.658369,CI,0.1,95.07302,zone_8,Distribution Pipeline,complete,35,50,100,8631,8766
2455,75.920965,17.659922,75.922207,17.659219,CI,0.1,152.97256,zone_4,Distribution Pipeline,complete,35,50,100,8486,8654
2456,75.919454,17.662648,75.919503,17.663347,CI,0.1,77.54316,zone_8,Distribution Pipeline,complete,35,50,100,8321,8322
2457,75.919148,17.662659,75.919201,17.663326,CI,0.1,73.96557,zone_8,Distribution Pipeline,complete,35,50,100,8271,8287
2458,75.918846,17.66253,75.918903,17.663305,CI,0.1,85.96899,zone_8,Distribution Pipeline,complete,35,50,100,8237,8241
2459,75.940062,17.649166,75.940138,17.64966,CI,0.1,55.22983,zone_4,Distribution Pipeline,complete,35,50,100,11131,11132
2460,75.945224,17.653041,75.946662,17.652838,CI,0.1,154.18767,zone_3,Distribution Pipeline,complete,35,50,100,11608,11771
2461,75.945491,17.655638,75.945285,17.653078,CI,0.1,289.88449,zone_3,Distribution Pipeline,complete,35,50,100,11653,11621
2462,75.945663,17.656764,75.94582,17.657847,CI,0.1,121.01504,zone_3,Distribution Pipeline,complete,35,50,100,11677,11693
2463,75.945649,17.657011,75.944318,17.657254,CI,0.1,143.74988,zone_3,Distribution Pipeline,complete,35,50,100,11664,11511
2464,75.945715,17.657517,75.944678,17.657651,CI,0.1,111.03046,zone_3,Distribution Pipeline,complete,35,50,100,11678,11555
2465,75.945793,17.658017,75.944463,17.658178,CI,0.1,142.20878,zone_3,Distribution Pipeline,complete,35,50,100,11694,11538
2466,75.943794,17.653216,75.943714,17.65255,CI,0.1,74.24231,zone_3,Distribution Pipeline,complete,35,50,100,11444,
2467,75.944018,17.653189,75.943923,17.652532,CI,0.1,73.36925,zone_3,Distribution Pipeline,complete,35,50,100,11467,11454
2468,75.944217,17.653164,75.944146,17.652508,CI,0.1,73.03556,zone_3,Distribution Pipeline,complete,35,50,100,11493,11479
2469,75.944434,17.653138,75.944358,17.652485,CI,0.1,72.65361,zone_3,Distribution Pipeline,complete,35,50,100,11525,11524
2470,75.94465,17.653111,75.944565,17.652461,CI,0.1,72.5924,zone_3,Distribution Pipeline,complete,35,50,100,11544,11543
2471,75.944862,17.653085,75.944775,17.652433,CI,0.1,72.77746,zone_3,Distribution Pipeline,complete,35,50,100,11569,11562
2472,75.945078,17.653059,75.944993,17.652411,CI,0.1,72.31389,zone_3,Distribution Pipeline,complete,35,50,100,11593,11586
2473,75.944782,17.654244,75.94431,17.653915,CI,0.1,86.9918,zone_3,Distribution Pipeline,complete,35,50,100,11563,11507
2474,75.945282,17.655682,75.945348,17.656041,CI,0.1,40.51016,zone_3,Distribution Pipeline,complete,35,50,100,11626,11627
2475,75.94509,17.655722,75.945124,17.656068,CI,0.1,38.45146,zone_3,Distribution Pipeline,complete,35,50,100,11595,11596
2476,75.944928,17.656226,75.944962,17.656511,CI,0.1,31.79613,zone_3,Distribution Pipeline,complete,35,50,100,11572,11588
2477,75.94497,17.656572,75.945579,17.656455,CI,0.1,65.92279,zone_3,Distribution Pipeline,complete,35,50,100,11589,11663
2478,75.94497,17.656572,75.944444,17.656679,CI,0.1,59.39115,zone_3,Distribution Pipeline,complete,35,50,100,11589,11528
2479,75.941514,17.658589,75.941587,17.65904,CI,0.1,50.53876,zone_3,Distribution Pipeline,complete,35,50,100,11241,11251
2480,75.941587,17.65904,75.94129,17.65903,CI,0.1,31.59929,zone_3,Distribution Pipeline,complete,35,50,100,11251,11221
2481,75.941587,17.65904,75.94211,17.659043,CI,0.1,55.49463,zone_3,Distribution Pipeline,complete,35,50,100,11251,11294
2482,75.940654,17.656606,75.942697,17.655085,CI,0.1,366.3572,zone_3,Distribution Pipeline,complete,35,50,100,11184,11348
2483,75.940402,17.655544,75.940284,17.655045,CI,0.1,56.62275,zone_3,Distribution Pipeline,complete,35,50,100,11159,11148
2484,75.940598,17.655499,75.940519,17.655151,CI,0.1,39.39071,zone_3,Distribution Pipeline,complete,35,50,100,11176,11169
2485,75.940831,17.655446,75.940777,17.65516,CI,0.1,32.12395,zone_3,Distribution Pipeline,complete,35,50,100,11191,11190
2486,75.9413,17.655471,75.94128,17.655394,CI,0.1,8.70186,zone_3,Distribution Pipeline,complete,35,50,100,11219,11218
2487,75.94128,17.655394,75.941266,17.655285,CI,0.1,12.21779,zone_3,Distribution Pipeline,complete,35,50,100,11218,11217
2488,75.940839,17.655491,75.940877,17.655621,CI,0.1,17.00777,zone_3,Distribution Pipeline,complete,35,50,100,11192,11195
2489,75.94157,17.656408,75.9413,17.655545,CI,0.1,99.75039,zone_3,Distribution Pipeline,complete,35,50,100,11246,11219
2490,75.941774,17.656364,75.941527,17.655468,CI,0.1,102.56812,zone_3,Distribution Pipeline,complete,35,50,100,11269,11237
2491,75.94198,17.65632,75.941738,17.655473,CI,0.1,97.22169,zone_3,Distribution Pipeline,complete,35,50,100,11283,11261
2492,75.942196,17.656274,75.94193,17.655371,CI,0.1,103.85762,zone_3,Distribution Pipeline,complete,35,50,100,11300,11278
2493,75.942403,17.656229,75.942155,17.655352,CI,0.1,100.60251,zone_3,Distribution Pipeline,complete,35,50,100,11316,11299
2494,75.942603,17.656187,75.942337,17.65529,CI,0.1,103.17589,zone_3,Distribution Pipeline,complete,35,50,100,11337,11305
2495,75.942804,17.656144,75.942553,17.655219,CI,0.1,105.69834,zone_3,Distribution Pipeline,complete,35,50,100,11356,11336
2496,75.944275,17.658564,75.942277,17.659044,CI,0.1,278.44468,zone_3,Distribution Pipeline,complete,35,50,100,11513,11310
2497,75.943328,17.656092,75.943438,17.656503,CI,0.1,47.01849,zone_3,Distribution Pipeline,complete,35,50,100,11401,11408
2498,75.943272,17.65694,75.944135,17.656743,CI,0.1,96.80465,zone_3,Distribution Pipeline,complete,35,50,100,11402,11482
2499,75.943729,17.657568,75.943581,17.65703,CI,0.1,61.55116,zone_3,Distribution Pipeline,complete,35,50,100,11438,11426
2500,75.94412,17.657486,75.943987,17.656901,CI,0.1,66.21353,zone_3,Distribution Pipeline,complete,35,50,100,11483,11470
2501,75.944295,17.657447,75.944187,17.656852,CI,0.1,66.83724,zone_3,Distribution Pipeline,complete,35,50,100,11512,11497
2502,75.943917,17.65753,75.94398,17.657882,CI,0.1,39.58244,zone_3,Distribution Pipeline,complete,35,50,100,11456,11471
2503,75.944295,17.657447,75.944381,17.6581,CI,0.1,72.77805,zone_3,Distribution Pipeline,complete,35,50,100,11512,11529
2504,75.945282,17.655682,75.945075,17.654846,CI,0.1,95.02201,zone_3,Distribution Pipeline,complete,35,50,100,11626,11594
2505,75.944227,17.655058,75.944214,17.654969,CI,0.1,9.97849,zone_3,Distribution Pipeline,complete,35,50,100,11496,11495
2506,75.945324,17.653456,75.946708,17.653293,CI,0.1,147.95799,zone_3,Distribution Pipeline,complete,35,50,100,11622,11772
2507,75.93921,17.650564,75.938432,17.649454,CI,0.1,190.06311,zone_4,Distribution Pipeline,complete,35,50,100,11066,10995
2508,75.939225,17.65058,75.938863,17.650477,CI,0.1,83.29381,zone_4,Distribution Pipeline,complete,35,50,100,11066,11052
2509,75.938961,17.649367,75.938909,17.64911,CI,0.1,28.98832,zone_4,Distribution Pipeline,complete,35,50,100,11058,11049
2510,75.938909,17.64911,75.938883,17.648354,CI,0.1,88.62059,zone_4,Distribution Pipeline,complete,35,50,100,11049,11048
2511,75.940401,17.649106,75.939859,17.649739,CI,0.1,125.41308,zone_4,Distribution Pipeline,complete,35,50,100,11158,11122
2512,75.940401,17.649106,75.940494,17.649426,CI,0.1,36.80743,zone_4,Distribution Pipeline,complete,35,50,100,11158,11168
2513,75.940391,17.648797,75.940314,17.648277,CI,0.1,58.11114,zone_4,Distribution Pipeline,complete,35,50,100,11157,11147
2514,75.939549,17.648243,75.938152,17.64839,CI,0.1,149.14475,zone_4,Distribution Pipeline,complete,35,50,100,11089,10979
2515,75.940292,17.648161,75.940199,17.647413,CI,0.1,83.38484,zone_4,Distribution Pipeline,complete,35,50,100,11146,11138
2516,75.940007,17.648192,75.939929,17.647444,CI,0.1,83.20472,zone_4,Distribution Pipeline,complete,35,50,100,11128,11121
2517,75.938886,17.648313,75.938789,17.647553,CI,0.1,84.71915,zone_4,Distribution Pipeline,complete,35,50,100,11047,11036
2518,75.939913,17.647325,75.939813,17.646511,CI,0.1,90.69283,zone_4,Distribution Pipeline,complete,35,50,100,11120,11110
2519,75.938762,17.647437,75.938648,17.646557,CI,0.1,98.16916,zone_4,Distribution Pipeline,complete,35,50,100,11035,11018
2520,75.938215,17.647489,75.93811,17.646644,CI,0.1,94.13653,zone_4,Distribution Pipeline,complete,35,50,100,10978,10970
2521,75.938505,17.647462,75.938382,17.646604,CI,0.1,95.80218,zone_4,Distribution Pipeline,complete,35,50,100,11002,10994
2522,75.938213,17.647489,75.93783,17.646661,CI,0.1,125.4377,zone_4,Distribution Pipeline,complete,35,50,100,10978,10941
2523,75.938668,17.646502,75.939522,17.646422,CI,0.1,90.99345,zone_4,Distribution Pipeline,complete,35,50,100,11027,11088
2524,75.938812,17.645528,75.938949,17.646476,CI,0.1,105.81999,zone_4,Distribution Pipeline,complete,35,50,100,11034,11046
2525,75.93923,17.646449,75.939104,17.645469,CI,0.1,109.3262,zone_4,Distribution Pipeline,complete,35,50,100,11063,11061
2526,75.939522,17.646422,75.939391,17.645424,CI,0.1,111.34559,zone_4,Distribution Pipeline,complete,35,50,100,11088,11082
2527,75.938931,17.649363,75.938624,17.648541,CI,0.1,114.06515,zone_4,Distribution Pipeline,complete,35,50,100,11050,11019
2528,75.940618,17.648053,75.941612,17.647228,CI,0.1,197.89726,zone_4,Distribution Pipeline,complete,35,50,100,11174,11242
2529,75.942644,17.646869,75.94267,17.646223,CI,0.1,71.62619,zone_4,Distribution Pipeline,complete,35,50,100,11335,11346
2530,75.945315,17.647234,75.945358,17.648509,CI,0.1,141.22399,zone_4,Distribution Pipeline,complete,35,50,100,11619,11640
2531,75.945715,17.64851,75.945716,17.647237,CI,0.1,140.82343,zone_4,Distribution Pipeline,complete,35,50,100,11674,11673
2532,75.947215,17.646956,75.947645,17.644797,CI,0.1,243.29837,zone_4,Distribution Pipeline,complete,35,50,100,11827,11866
2533,75.947273,17.646634,75.946685,17.646538,CI,0.1,63.33732,zone_4,Distribution Pipeline,complete,35,50,100,11840,11770
2534,75.947358,17.646214,75.946842,17.64612,CI,0.1,55.773,zone_4,Distribution Pipeline,complete,35,50,100,11849,11784
2535,75.947467,17.645678,75.94692,17.645596,CI,0.1,58.71634,zone_4,Distribution Pipeline,complete,35,50,100,11858,11795
2536,75.947467,17.645678,75.948071,17.645782,CI,0.1,65.12664,zone_4,Distribution Pipeline,complete,35,50,100,11858,11895
2537,75.947026,17.647275,75.947091,17.648441,CI,0.1,129.33579,zone_4,Distribution Pipeline,complete,35,50,100,11806,11817
2538,75.946537,17.647261,75.946572,17.648407,CI,0.1,126.90808,zone_4,Distribution Pipeline,complete,35,50,100,11749,11756
2539,75.949758,17.647509,75.949955,17.648518,CI,0.1,113.64001,zone_4,Distribution Pipeline,complete,35,50,100,12015,12031
2540,75.927955,17.656074,75.927682,17.655433,CI,0.1,76.65254,zone_4,Distribution Pipeline,complete,35,50,100,9586,9526
2541,75.927906,17.655958,75.928237,17.655844,CI,0.1,37.38225,zone_4,Distribution Pipeline,complete,35,50,100,9562,9613
2542,75.927955,17.656074,75.92749,17.656256,CI,0.1,53.28197,zone_4,Distribution Pipeline,complete,35,50,100,9586,9493
2543,75.938079,17.652006,75.937697,17.650544,CI,0.1,166.80663,zone_4,Distribution Pipeline,complete,35,50,100,10973,10933
2544,75.917633,17.661325,75.917531,17.660118,CI,0.1,133.99863,zone_8,Distribution Pipeline,complete,35,50,100,8009,7998
2545,75.927089,17.652303,75.928048,17.651908,CI,0.1,111.05959,zone_4,Distribution Pipeline,complete,35,50,100,9416,9584
2546,75.927596,17.652117,75.92757,17.652068,CI,0.1,6.07969,zone_4,Distribution Pipeline,complete,35,50,100,9513,9513
2547,75.927425,17.651806,75.927538,17.652017,CI,0.1,26.26789,zone_4,Distribution Pipeline,complete,35,50,100,9470,9492
2548,75.924352,17.65413,75.924249,17.653631,CI,0.1,56.22995,zone_4,Distribution Pipeline,complete,35,50,100,8978,8954
2549,75.924457,17.654102,75.924352,17.653607,CI,0.1,55.87871,zone_4,Distribution Pipeline,complete,35,50,100,8999,8977
2550,75.924535,17.65408,75.924452,17.653579,CI,0.1,56.14777,zone_4,Distribution Pipeline,complete,35,50,100,8999,8998
2551,75.924739,17.654025,75.924646,17.653502,CI,0.1,58.73143,zone_4,Distribution Pipeline,complete,35,50,100,9031,9012
2552,75.92466,17.654046,75.924536,17.653506,CI,0.1,61.19847,zone_4,Distribution Pipeline,complete,35,50,100,9031,8997
2553,75.924739,17.654025,75.924898,17.654503,CI,0.1,55.54406,zone_4,Distribution Pipeline,complete,35,50,100,9031,9062
2554,75.92466,17.654046,75.924765,17.654506,CI,0.1,52.10498,zone_4,Distribution Pipeline,complete,35,50,100,9031,9049
2555,75.924535,17.65408,75.924698,17.654583,CI,0.1,58.37332,zone_4,Distribution Pipeline,complete,35,50,100,8999,9032
2556,75.924457,17.654102,75.924617,17.654583,CI,0.1,55.89291,zone_4,Distribution Pipeline,complete,35,50,100,8999,9013
2557,75.9422,17.656273,75.942257,17.65653,CI,0.1,29.09988,zone_3,Distribution Pipeline,complete,35,50,100,11300,11307
2558,75.941972,17.656322,75.942048,17.656557,CI,0.1,27.2316,zone_3,Distribution Pipeline,complete,35,50,100,11283,11285
2559,75.941755,17.656368,75.941847,17.656601,CI,0.1,27.58823,zone_3,Distribution Pipeline,complete,35,50,100,11269,11270
2560,75.941555,17.656411,75.941636,17.65662,CI,0.1,24.67712,zone_3,Distribution Pipeline,complete,35,50,100,11246,11248
2561,75.945735,17.657646,75.946626,17.65757,CI,0.1,97.3703,zone_3,Distribution Pipeline,complete,35,50,100,11679,11757
2562,75.938954,17.649076,75.938538,17.649151,CI,0.1,48.71659,zone_4,Distribution Pipeline,complete,35,50,100,11057,11003
2563,75.940471,17.615412,75.944672,17.618769,CI,0.1,580.44848,zone_4,Distribution Pipeline,complete,35,50,100,11164,11552
2564,75.941234,17.614256,75.940029,17.613961,CI,0.1,131.95146,zone_4,Distribution Pipeline,complete,35,50,100,11206,11126
2565,75.938616,17.617839,75.939238,17.618384,CI,0.1,89.41788,zone_4,Distribution Pipeline,complete,35,50,100,11012,11062
2566,75.936408,17.619787,75.937642,17.620914,CI,0.1,180.85489,zone_4,Distribution Pipeline,complete,35,50,100,10798,10918
2567,75.926384,17.631668,75.927372,17.63142,CI,0.1,133.06274,zone_5,Distribution Pipeline,complete,35,50,100,9275,9462
2568,75.938447,17.617705,75.938616,17.617839,CI,0.1,23.33047,zone_4,Distribution Pipeline,complete,35,50,100,10989,11012
2569,75.926265,17.633524,75.92671,17.633715,CI,0.1,71.59359,zone_5,Distribution Pipeline,complete,35,50,100,9264,9325
2570,75.926156,17.634717,75.926581,17.63486,CI,0.1,52.07771,zone_5,Distribution Pipeline,complete,35,50,100,9247,9308
2571,75.926581,17.63486,75.927314,17.635133,CI,0.1,83.51505,zone_5,Distribution Pipeline,complete,35,50,100,9308,9440
2572,75.926581,17.63486,75.92686,17.635506,CI,0.1,98.53137,zone_5,Distribution Pipeline,complete,35,50,100,9308,9355
2573,75.92686,17.635506,75.926417,17.636188,CI,0.1,88.961,zone_5,Distribution Pipeline,complete,35,50,100,9355,9276
2574,75.926625,17.635152,75.92686,17.635506,CI,0.1,70.63597,zone_5,Distribution Pipeline,complete,35,50,100,9309,9355
2575,75.941452,17.614291,75.941234,17.614256,CI,0.1,23.50301,zone_4,Distribution Pipeline,complete,35,50,100,11232,11206
2576,75.937637,17.618573,75.938632,17.619398,CI,0.1,139.58757,zone_4,Distribution Pipeline,complete,35,50,100,10914,11014
2577,75.931153,17.623519,75.93127,17.622692,CI,0.1,92.39584,zone_5,Distribution Pipeline,complete,35,50,100,10140,10163
2578,75.930509,17.622619,75.930395,17.623415,CI,0.1,88.92987,zone_5,Distribution Pipeline,complete,35,50,100,10002,9984
2579,75.929788,17.622533,75.929686,17.623316,CI,0.1,87.28759,zone_5,Distribution Pipeline,complete,35,50,100,9886,9863
2580,75.929055,17.622422,75.928949,17.623209,CI,0.1,87.83008,zone_5,Distribution Pipeline,complete,35,50,100,9757,9720
2581,75.928432,17.622336,75.928333,17.623121,CI,0.1,87.47587,zone_5,Distribution Pipeline,complete,35,50,100,9634,9619
2582,75.927768,17.622259,75.927669,17.623027,CI,0.1,85.58537,zone_5,Distribution Pipeline,complete,35,50,100,9539,9516
2583,75.927212,17.62212,75.927089,17.622944,CI,0.1,92.15031,zone_5,Distribution Pipeline,complete,35,50,100,9425,9406
2584,75.927578,17.622196,75.927458,17.622997,CI,0.1,89.51123,zone_5,Distribution Pipeline,complete,35,50,100,9500,9482
2585,75.926974,17.622261,75.926873,17.622913,CI,0.1,72.94281,zone_5,Distribution Pipeline,complete,35,50,100,9377,9351
2586,75.930947,17.623569,75.930927,17.623966,CI,0.1,43.99221,zone_5,Distribution Pipeline,complete,35,50,100,10083,10084
2587,75.93063,17.624092,75.930668,17.623806,CI,0.1,31.89918,zone_5,Distribution Pipeline,complete,35,50,100,10024,10048
2588,75.930937,17.636035,75.930941,17.636031,CI,0.1,1.0,zone_4,Distribution Pipeline,complete,35,50,100,10087,10087
2589,75.930959,17.63601,75.931201,17.635733,CI,0.1,39.96175,zone_4,Distribution Pipeline,complete,35,50,100,10107,10143
2590,75.931333,17.636283,75.931991,17.635501,CI,0.1,111.69331,zone_4,Distribution Pipeline,complete,35,50,100,10166,10267
