segment_id,pss,risk_level,dominant_factor,psi_n,cff_n,adf
2867,0.175,LOW,ADF,0.0,0.0,0.7
2868,0.175,LOW,ADF,0.0,0.0,0.7
2869,0.175,LOW,ADF,0.0,0.0,0.7
2870,0.175,LOW,ADF,0.0,0.0,0.7
2871,0.518,MODERATE,CFF_n,0.203,0.748,0.7
2872,0.175,LOW,ADF,0.0,0.0,0.7
2873,0.175,LOW,ADF,0.0,0.0,0.7
2874,0.175,LOW,ADF,0.0,0.0,0.7
2875,0.506,MODERATE,CFF_n,0.174,0.748,0.7
2876,0.467,LOW,CFF_n,0.077,0.748,0.7
2877,0.553,MODERATE,CFF_n,0.292,0.748,0.7
2878,0.501,MODERATE,CFF_n,0.161,0.748,0.7
2879,0.479,LOW,CFF_n,0.106,0.748,0.7
2880,0.175,LOW,ADF,0.0,0.0,0.7
2881,0.175,LOW,ADF,0.0,0.0,0.7
2882,0.175,LOW,ADF,0.0,0.0,0.7
2883,0.175,LOW,ADF,0.0,0.0,0.7
2884,0.49,LOW,CFF_n,0.134,0.747,0.7
2885,0.485,LOW,CFF_n,0.12,0.747,0.7
2886,0.485,LOW,CFF_n,0.121,0.748,0.7
2887,0.175,LOW,ADF,0.0,0.0,0.7
2888,0.175,LOW,ADF,0.0,0.0,0.7
2889,0.175,LOW,ADF,0.0,0.0,0.7
2890,0.175,LOW,ADF,0.0,0.0,0.7
2891,0.175,LOW,ADF,0.0,0.0,0.7
2892,0.175,LOW,ADF,0.0,0.0,0.7
2893,0.175,LOW,ADF,0.0,0.0,0.7
2894,0.175,LOW,ADF,0.0,0.0,0.7
2895,0.734,MODERATE,CFF_n,0.522,1.0,0.7
2896,0.707,MODERATE,CFF_n,0.456,1.0,0.7
2897,0.664,MODERATE,CFF_n,0.347,1.0,0.7
2898,0.175,LOW,ADF,0.0,0.0,0.7
2899,0.175,LOW,ADF,0.0,0.0,0.7
2900,0.175,LOW,ADF,0.0,0.0,0.7
2901,0.175,LOW,ADF,0.0,0.0,0.7
2902,0.175,LOW,ADF,0.0,0.0,0.7
2903,0.175,LOW,ADF,0.0,0.0,0.7
2904,0.175,LOW,ADF,0.0,0.0,0.7
2905,0.175,LOW,ADF,0.0,0.0,0.7
2906,0.175,LOW,ADF,0.0,0.0,0.7
2907,0.175,LOW,ADF,0.0,0.0,0.7
2908,0.175,LOW,ADF,0.0,0.0,0.7
2909,0.175,LOW,ADF,0.0,0.0,0.7
2910,0.175,LOW,ADF,0.0,0.0,0.7
2911,0.175,LOW,ADF,0.0,0.0,0.7
2912,0.175,LOW,ADF,0.0,0.0,0.7
2913,0.175,LOW,ADF,0.0,0.0,0.7
2914,0.175,LOW,ADF,0.0,0.0,0.7
2915,0.175,LOW,ADF,0.0,0.0,0.7
2916,0.175,LOW,ADF,0.0,0.0,0.7
2917,0.175,LOW,ADF,0.0,0.0,0.7
2918,0.175,LOW,ADF,0.0,0.0,0.7
2919,0.175,LOW,ADF,0.0,0.0,0.7
2920,0.175,LOW,ADF,0.0,0.0,0.7
2921,0.175,LOW,ADF,0.0,0.0,0.7
2922,0.175,LOW,ADF,0.0,0.0,0.7
2923,0.175,LOW,ADF,0.0,0.0,0.7
2924,0.175,LOW,ADF,0.0,0.0,0.7
2925,0.175,LOW,ADF,0.0,0.0,0.7
2926,0.175,LOW,ADF,0.0,0.0,0.7
2927,0.175,LOW,ADF,0.0,0.0,0.7
2928,0.175,LOW,ADF,0.0,0.0,0.7
2929,0.175,LOW,ADF,0.0,0.0,0.7
2930,0.175,LOW,ADF,0.0,0.0,0.7
2931,0.175,LOW,ADF,0.0,0.0,0.7
2932,0.175,LOW,ADF,0.0,0.0,0.7
2933,0.175,LOW,ADF,0.0,0.0,0.7
2934,0.175,LOW,ADF,0.0,0.0,0.7
2935,0.175,LOW,ADF,0.0,0.0,0.7
2936,0.175,LOW,ADF,0.0,0.0,0.7
2937,0.175,LOW,ADF,0.0,0.0,0.7
2938,0.175,LOW,ADF,0.0,0.0,0.7
2939,0.175,LOW,ADF,0.0,0.0,0.7
2941,0.175,LOW,ADF,0.0,0.0,0.7
2942,0.175,LOW,ADF,0.0,0.0,0.7
2943,0.175,LOW,ADF,0.0,0.0,0.7
2944,0.175,LOW,ADF,0.0,0.0,0.7
2945,0.471,LOW,CFF_n,0.087,0.747,0.7
2946,0.175,LOW,ADF,0.0,0.0,0.7
2947,0.175,LOW,ADF,0.0,0.0,0.7
2948,0.175,LOW,ADF,0.0,0.0,0.7
2949,0.175,LOW,ADF,0.0,0.0,0.7
2950,0.175,LOW,ADF,0.0,0.0,0.7
2951,0.437,LOW,CFF_n,0.0,0.747,0.7
2952,0.175,LOW,ADF,0.0,0.0,0.7
2953,0.175,LOW,ADF,0.0,0.0,0.7
2954,0.491,LOW,CFF_n,0.137,0.747,0.7
2955,0.437,LOW,CFF_n,0.0,0.748,0.7
2956,0.465,LOW,CFF_n,0.072,0.747,0.7
2957,0.531,MODERATE,CFF_n,0.237,0.748,0.7
2958,0.525,MODERATE,CFF_n,0.221,0.747,0.7
2959,0.687,MODERATE,CFF_n,0.455,0.944,0.7
2960,0.654,MODERATE,CFF_n,0.323,1.0,0.7
2961,0.175,LOW,ADF,0.0,0.0,0.7
2962,0.175,LOW,ADF,0.0,0.0,0.7
2963,0.175,LOW,ADF,0.0,0.0,0.7
2964,0.497,LOW,CFF_n,0.151,0.748,0.7
2965,0.461,LOW,CFF_n,0.061,0.747,0.7
2966,0.516,MODERATE,CFF_n,0.197,0.748,0.7
2967,0.437,LOW,CFF_n,0.0,0.748,0.7
2968,0.175,LOW,ADF,0.0,0.0,0.7
2969,0.175,LOW,ADF,0.0,0.0,0.7
2970,0.445,LOW,CFF_n,0.021,0.748,0.7
2971,0.524,MODERATE,CFF_n,0.219,0.748,0.7
2972,0.437,LOW,CFF_n,0.0,0.747,0.7
2973,0.468,LOW,CFF_n,0.079,0.748,0.7
2974,0.175,LOW,ADF,0.0,0.0,0.7
2975,0.175,LOW,ADF,0.0,0.0,0.7
2976,0.602,MODERATE,CFF_n,0.201,0.99,0.7
2977,0.175,LOW,ADF,0.0,0.0,0.7
2978,0.175,LOW,ADF,0.0,0.0,0.7
2979,0.175,LOW,ADF,0.0,0.0,0.7
2980,0.175,LOW,ADF,0.0,0.0,0.7
2981,0.175,LOW,ADF,0.0,0.0,0.7
2982,0.175,LOW,ADF,0.0,0.0,0.7
2983,0.175,LOW,ADF,0.0,0.0,0.7
2984,0.458,LOW,CFF_n,0.053,0.748,0.7
2985,0.448,LOW,CFF_n,0.029,0.747,0.7
2986,0.509,MODERATE,CFF_n,0.182,0.748,0.7
2987,0.175,LOW,ADF,0.0,0.0,0.7
2988,0.437,LOW,CFF_n,0.0,0.748,0.7
2989,0.439,LOW,CFF_n,0.007,0.747,0.7
2990,0.465,LOW,CFF_n,0.072,0.747,0.7
2991,0.175,LOW,ADF,0.0,0.0,0.7
2992,0.175,LOW,ADF,0.0,0.0,0.7
2993,0.175,LOW,ADF,0.0,0.0,0.7
2994,0.655,MODERATE,CFF_n,0.395,0.92,0.7
2995,0.699,MODERATE,CFF_n,0.436,1.0,0.7
2996,0.175,LOW,ADF,0.0,0.0,0.7
2997,0.175,LOW,ADF,0.0,0.0,0.7
2998,0.175,LOW,ADF,0.0,0.0,0.7
2999,0.175,LOW,ADF,0.0,0.0,0.7
3000,0.175,LOW,ADF,0.0,0.0,0.7
3001,0.634,MODERATE,CFF_n,0.288,0.981,0.7
3002,0.62,MODERATE,CFF_n,0.255,0.981,0.7
3003,0.715,MODERATE,CFF_n,0.475,1.0,0.7
3004,0.175,LOW,ADF,0.0,0.0,0.7
3005,0.175,LOW,ADF,0.0,0.0,0.7
3006,0.693,MODERATE,CFF_n,0.436,0.983,0.7
3007,0.651,MODERATE,CFF_n,0.331,0.981,0.7
3008,0.175,LOW,ADF,0.0,0.0,0.7
3009,0.175,LOW,ADF,0.0,0.0,0.7
3010,0.175,LOW,ADF,0.0,0.0,0.7
3011,0.175,LOW,ADF,0.0,0.0,0.7
3012,0.175,LOW,ADF,0.0,0.0,0.7
3013,0.713,MODERATE,CFF_n,0.471,1.0,0.7
3014,0.175,LOW,ADF,0.0,0.0,0.7
3015,0.175,LOW,ADF,0.0,0.0,0.7
3016,0.175,LOW,ADF,0.0,0.0,0.7
3017,0.175,LOW,ADF,0.0,0.0,0.7
3018,0.175,LOW,ADF,0.0,0.0,0.7
3019,0.175,LOW,ADF,0.0,0.0,0.7
3020,0.175,LOW,ADF,0.0,0.0,0.7
3021,0.175,LOW,ADF,0.0,0.0,0.7
3022,0.645,MODERATE,CFF_n,0.323,0.974,0.7
3023,0.175,LOW,ADF,0.0,0.0,0.7
3024,0.175,LOW,ADF,0.0,0.0,0.7
3025,0.762,HIGH,CFF_n,0.592,1.0,0.7
3026,0.175,LOW,ADF,0.0,0.0,0.7
3027,0.175,LOW,ADF,0.0,0.0,0.7
3028,0.175,LOW,ADF,0.0,0.0,0.7
3029,0.175,LOW,ADF,0.0,0.0,0.7
3030,0.175,LOW,ADF,0.0,0.0,0.7
3031,0.672,MODERATE,CFF_n,0.389,0.974,0.7
3032,0.711,MODERATE,CFF_n,0.482,0.979,0.7
3033,0.175,LOW,ADF,0.0,0.0,0.7
3034,0.175,LOW,ADF,0.0,0.0,0.7
3035,0.175,LOW,ADF,0.0,0.0,0.7
3036,0.175,LOW,ADF,0.0,0.0,0.7
3037,0.175,LOW,ADF,0.0,0.0,0.7
3038,0.175,LOW,ADF,0.0,0.0,0.7
3039,0.64,MODERATE,CFF_n,0.29,0.997,0.7
3040,0.716,MODERATE,CFF_n,0.477,1.0,0.7
3041,0.668,MODERATE,CFF_n,0.356,1.0,0.7
3042,0.622,MODERATE,CFF_n,0.244,1.0,0.7
3043,0.628,MODERATE,CFF_n,0.259,1.0,0.7
3044,0.696,MODERATE,CFF_n,0.437,0.988,0.7
3045,0.713,MODERATE,CFF_n,0.471,1.0,0.7
3046,0.727,MODERATE,CFF_n,0.515,0.988,0.7
3047,0.715,MODERATE,CFF_n,0.489,0.983,0.7
3048,0.746,MODERATE,CFF_n,0.553,1.0,0.7
3049,0.699,MODERATE,CFF_n,0.435,1.0,0.7
3050,0.641,MODERATE,CFF_n,0.289,1.0,0.7
3051,0.643,MODERATE,CFF_n,0.296,0.998,0.7
3052,0.633,MODERATE,CFF_n,0.27,1.0,0.7
3053,0.67,MODERATE,CFF_n,0.363,1.0,0.7
3054,0.692,MODERATE,CFF_n,0.417,1.0,0.7
3055,0.175,LOW,ADF,0.0,0.0,0.7
3056,0.76,HIGH,CFF_n,0.587,1.0,0.7
3057,0.175,LOW,ADF,0.0,0.0,0.7
3058,0.175,LOW,ADF,0.0,0.0,0.7
3059,0.754,HIGH,CFF_n,0.572,1.0,0.7
3060,0.175,LOW,ADF,0.0,0.0,0.7
3061,0.175,LOW,ADF,0.0,0.0,0.7
3062,0.175,LOW,ADF,0.0,0.0,0.7
3063,0.175,LOW,ADF,0.0,0.0,0.7
3064,0.175,LOW,ADF,0.0,0.0,0.7
3065,0.175,LOW,ADF,0.0,0.0,0.7
3066,0.175,LOW,ADF,0.0,0.0,0.7
3067,0.175,LOW,ADF,0.0,0.0,0.7
3068,0.669,MODERATE,CFF_n,0.359,1.0,0.7
3069,0.175,LOW,ADF,0.0,0.0,0.7
3070,0.175,LOW,ADF,0.0,0.0,0.7
3071,0.175,LOW,ADF,0.0,0.0,0.7
3072,0.175,LOW,ADF,0.0,0.0,0.7
3073,0.175,LOW,ADF,0.0,0.0,0.7
3074,0.175,LOW,ADF,0.0,0.0,0.7
3075,0.175,LOW,ADF,0.0,0.0,0.7
3076,0.706,MODERATE,CFF_n,0.454,1.0,0.7
3077,0.175,LOW,ADF,0.0,0.0,0.7
3078,0.175,LOW,ADF,0.0,0.0,0.7
3079,0.175,LOW,ADF,0.0,0.0,0.7
3080,0.175,LOW,ADF,0.0,0.0,0.7
3081,0.175,LOW,ADF,0.0,0.0,0.7
3082,0.175,LOW,ADF,0.0,0.0,0.7
3083,0.175,LOW,ADF,0.0,0.0,0.7
3084,0.175,LOW,ADF,0.0,0.0,0.7
3085,0.175,LOW,ADF,0.0,0.0,0.7
3086,0.175,LOW,ADF,0.0,0.0,0.7
3087,0.175,LOW,ADF,0.0,0.0,0.7
3088,0.568,MODERATE,CFF_n,0.329,0.747,0.7
3089,0.573,MODERATE,CFF_n,0.342,0.746,0.7
3090,0.471,LOW,CFF_n,0.087,0.746,0.7
3091,0.574,MODERATE,CFF_n,0.344,0.746,0.7
3092,0.5,MODERATE,CFF_n,0.159,0.746,0.7
3093,0.175,LOW,ADF,0.0,0.0,0.7
3094,0.175,LOW,ADF,0.0,0.0,0.7
3095,0.175,LOW,ADF,0.0,0.0,0.7
3096,0.175,LOW,ADF,0.0,0.0,0.7
3097,0.175,LOW,ADF,0.0,0.0,0.7
3098,0.175,LOW,ADF,0.0,0.0,0.7
3099,0.175,LOW,ADF,0.0,0.0,0.7
3100,0.175,LOW,ADF,0.0,0.0,0.7
3101,0.175,LOW,ADF,0.0,0.0,0.7
3102,0.175,LOW,ADF,0.0,0.0,0.7
3103,0.175,LOW,ADF,0.0,0.0,0.7
3104,0.175,LOW,ADF,0.0,0.0,0.7
3105,0.175,LOW,ADF,0.0,0.0,0.7
3106,0.175,LOW,ADF,0.0,0.0,0.7
3107,0.175,LOW,ADF,0.0,0.0,0.7
3108,0.175,LOW,ADF,0.0,0.0,0.7
3109,0.175,LOW,ADF,0.0,0.0,0.7
3110,0.71,MODERATE,CFF_n,0.463,1.0,0.7
3111,0.175,LOW,ADF,0.0,0.0,0.7
3112,0.175,LOW,ADF,0.0,0.0,0.7
3113,0.175,LOW,ADF,0.0,0.0,0.7
3114,0.175,LOW,ADF,0.0,0.0,0.7
3115,0.175,LOW,ADF,0.0,0.0,0.7
3116,0.175,LOW,ADF,0.0,0.0,0.7
3117,0.175,LOW,ADF,0.0,0.0,0.7
3118,0.175,LOW,ADF,0.0,0.0,0.7
3119,0.175,LOW,ADF,0.0,0.0,0.7
3120,0.686,MODERATE,CFF_n,0.402,1.0,0.7
3121,0.175,LOW,ADF,0.0,0.0,0.7
3122,0.175,LOW,ADF,0.0,0.0,0.7
3123,0.175,LOW,ADF,0.0,0.0,0.7
3124,0.175,LOW,ADF,0.0,0.0,0.7
3125,0.175,LOW,ADF,0.0,0.0,0.7
3126,0.175,LOW,ADF,0.0,0.0,0.7
3127,0.175,LOW,ADF,0.0,0.0,0.7
3128,0.175,LOW,ADF,0.0,0.0,0.7
3129,0.175,LOW,ADF,0.0,0.0,0.7
3130,0.175,LOW,ADF,0.0,0.0,0.7
3131,0.175,LOW,ADF,0.0,0.0,0.7
3133,0.175,LOW,ADF,0.0,0.0,0.7
3134,0.583,MODERATE,CFF_n,0.366,0.747,0.7
3136,0.175,LOW,ADF,0.0,0.0,0.7
3137,0.175,LOW,ADF,0.0,0.0,0.7
3138,0.175,LOW,ADF,0.0,0.0,0.7
3139,0.175,LOW,ADF,0.0,0.0,0.7
3140,0.175,LOW,ADF,0.0,0.0,0.7
3141,0.175,LOW,ADF,0.0,0.0,0.7
3142,0.175,LOW,ADF,0.0,0.0,0.7
3143,0.175,LOW,ADF,0.0,0.0,0.7
3144,0.175,LOW,ADF,0.0,0.0,0.7
3145,0.175,LOW,ADF,0.0,0.0,0.7
3146,0.175,LOW,ADF,0.0,0.0,0.7
3147,0.175,LOW,ADF,0.0,0.0,0.7
3148,0.175,LOW,ADF,0.0,0.0,0.7
3149,0.175,LOW,ADF,0.0,0.0,0.7
3150,0.175,LOW,ADF,0.0,0.0,0.7
3151,0.63,MODERATE,CFF_n,0.354,0.895,0.7
3152,0.633,MODERATE,CFF_n,0.363,0.894,0.7
3153,0.588,MODERATE,CFF_n,0.249,0.897,0.7
3154,0.648,MODERATE,CFF_n,0.397,0.897,0.7
3155,0.643,MODERATE,CFF_n,0.384,0.898,0.7
3156,0.6,MODERATE,CFF_n,0.276,0.899,0.7
3157,0.711,MODERATE,CFF_n,0.557,0.896,0.7
3158,0.175,LOW,ADF,0.0,0.0,0.7
3159,0.639,MODERATE,CFF_n,0.394,0.876,0.7
3160,0.175,LOW,ADF,0.0,0.0,0.7
3161,0.175,LOW,ADF,0.0,0.0,0.7
3162,0.175,LOW,ADF,0.0,0.0,0.7
3163,0.175,LOW,ADF,0.0,0.0,0.7
3164,0.618,MODERATE,CFF_n,0.236,0.996,0.7
3165,0.175,LOW,ADF,0.0,0.0,0.7
3166,0.175,LOW,ADF,0.0,0.0,0.7
3167,0.175,LOW,ADF,0.0,0.0,0.7
3168,0.175,LOW,ADF,0.0,0.0,0.7
3169,0.175,LOW,ADF,0.0,0.0,0.7
3170,0.175,LOW,ADF,0.0,0.0,0.7
3171,0.175,LOW,ADF,0.0,0.0,0.7
3172,0.743,MODERATE,CFF_n,0.545,1.0,0.7
3173,0.639,MODERATE,CFF_n,0.286,1.0,0.7
3174,0.175,LOW,ADF,0.0,0.0,0.7
3175,0.175,LOW,ADF,0.0,0.0,0.7
3176,0.175,LOW,ADF,0.0,0.0,0.7
3177,0.175,LOW,ADF,0.0,0.0,0.7
3178,0.175,LOW,ADF,0.0,0.0,0.7
3179,0.175,LOW,ADF,0.0,0.0,0.7
3180,0.175,LOW,ADF,0.0,0.0,0.7
3181,0.175,LOW,ADF,0.0,0.0,0.7
3182,0.175,LOW,ADF,0.0,0.0,0.7
3183,0.175,LOW,ADF,0.0,0.0,0.7
3184,0.567,MODERATE,CFF_n,0.242,0.844,0.7
3185,0.674,MODERATE,CFF_n,0.487,0.871,0.7
3186,0.56,MODERATE,CFF_n,0.214,0.854,0.7
3187,0.175,LOW,ADF,0.0,0.0,0.7
3188,0.175,LOW,ADF,0.0,0.0,0.7
3189,0.175,LOW,ADF,0.0,0.0,0.7
3190,0.175,LOW,ADF,0.0,0.0,0.7
3191,0.175,LOW,ADF,0.0,0.0,0.7
3192,0.175,LOW,ADF,0.0,0.0,0.7
3193,0.704,MODERATE,CFF_n,0.538,0.897,0.7
3194,0.672,MODERATE,CFF_n,0.457,0.898,0.7
3195,0.554,MODERATE,CFF_n,0.162,0.897,0.7
3196,0.631,MODERATE,CFF_n,0.356,0.895,0.7
3197,0.175,LOW,ADF,0.0,0.0,0.7
3198,0.175,LOW,ADF,0.0,0.0,0.7
3199,0.175,LOW,ADF,0.0,0.0,0.7
3200,0.175,LOW,ADF,0.0,0.0,0.7
3201,0.175,LOW,ADF,0.0,0.0,0.7
3202,0.175,LOW,ADF,0.0,0.0,0.7
3203,0.175,LOW,ADF,0.0,0.0,0.7
3204,0.175,LOW,ADF,0.0,0.0,0.7
3205,0.68,MODERATE,CFF_n,0.388,1.0,0.7
3206,0.175,LOW,ADF,0.0,0.0,0.7
3207,0.175,LOW,ADF,0.0,0.0,0.7
3208,0.175,LOW,ADF,0.0,0.0,0.7
3209,0.175,LOW,ADF,0.0,0.0,0.7
3210,0.175,LOW,ADF,0.0,0.0,0.7
3211,0.175,LOW,ADF,0.0,0.0,0.7
3212,0.175,LOW,ADF,0.0,0.0,0.7
3213,0.175,LOW,ADF,0.0,0.0,0.7
3214,0.175,LOW,ADF,0.0,0.0,0.7
3215,0.175,LOW,ADF,0.0,0.0,0.7
3216,0.175,LOW,ADF,0.0,0.0,0.7
3217,0.175,LOW,ADF,0.0,0.0,0.7
3218,0.175,LOW,ADF,0.0,0.0,0.7
3219,0.175,LOW,ADF,0.0,0.0,0.7
3220,0.175,LOW,ADF,0.0,0.0,0.7
3221,0.175,LOW,ADF,0.0,0.0,0.7
3222,0.175,LOW,ADF,0.0,0.0,0.7
3223,0.175,LOW,ADF,0.0,0.0,0.7
3224,0.668,MODERATE,CFF_n,0.359,1.0,0.7
3225,0.668,MODERATE,CFF_n,0.357,1.0,0.7
3226,0.175,LOW,ADF,0.0,0.0,0.7
3227,0.175,LOW,ADF,0.0,0.0,0.7
3228,0.175,LOW,ADF,0.0,0.0,0.7
3229,0.175,LOW,ADF,0.0,0.0,0.7
3230,0.175,LOW,ADF,0.0,0.0,0.7
3231,0.175,LOW,ADF,0.0,0.0,0.7
3232,0.175,LOW,ADF,0.0,0.0,0.7
3233,0.175,LOW,ADF,0.0,0.0,0.7
3234,0.175,LOW,ADF,0.0,0.0,0.7
3235,0.175,LOW,ADF,0.0,0.0,0.7
3236,0.175,LOW,ADF,0.0,0.0,0.7
3237,0.175,LOW,ADF,0.0,0.0,0.7
3238,0.175,LOW,ADF,0.0,0.0,0.7
3239,0.175,LOW,ADF,0.0,0.0,0.7
3240,0.175,LOW,ADF,0.0,0.0,0.7
3241,0.175,LOW,ADF,0.0,0.0,0.7
3242,0.175,LOW,ADF,0.0,0.0,0.7
3243,0.175,LOW,ADF,0.0,0.0,0.7
3244,0.175,LOW,ADF,0.0,0.0,0.7
3245,0.175,LOW,ADF,0.0,0.0,0.7
3246,0.175,LOW,ADF,0.0,0.0,0.7
3248,0.175,LOW,ADF,0.0,0.0,0.7
3249,0.175,LOW,ADF,0.0,0.0,0.7
3250,0.175,LOW,ADF,0.0,0.0,0.7
3251,0.175,LOW,ADF,0.0,0.0,0.7
3252,0.175,LOW,ADF,0.0,0.0,0.7
3253,0.175,LOW,ADF,0.0,0.0,0.7
3254,0.175,LOW,ADF,0.0,0.0,0.7
3255,0.175,LOW,ADF,0.0,0.0,0.7
3256,0.175,LOW,ADF,0.0,0.0,0.7
3257,0.175,LOW,ADF,0.0,0.0,0.7
3258,0.175,LOW,ADF,0.0,0.0,0.7
3259,0.713,MODERATE,CFF_n,0.469,1.0,0.7
3260,0.677,MODERATE,CFF_n,0.38,1.0,0.7
3261,0.175,LOW,ADF,0.0,0.0,0.7
3262,0.175,LOW,ADF,0.0,0.0,0.7
3263,0.175,LOW,ADF,0.0,0.0,0.7
3264,0.175,LOW,ADF,0.0,0.0,0.7
3265,0.175,LOW,ADF,0.0,0.0,0.7
3266,0.175,LOW,ADF,0.0,0.0,0.7
3267,0.675,MODERATE,CFF_n,0.376,1.0,0.7
3268,0.175,LOW,ADF,0.0,0.0,0.7
3269,0.175,LOW,ADF,0.0,0.0,0.7
3270,0.618,MODERATE,CFF_n,0.236,0.996,0.7
3271,0.685,MODERATE,CFF_n,0.41,0.989,0.7
3272,0.175,LOW,ADF,0.0,0.0,0.7
3273,0.175,LOW,ADF,0.0,0.0,0.7
3274,0.175,LOW,ADF,0.0,0.0,0.7
3275,0.175,LOW,ADF,0.0,0.0,0.7
3276,0.175,LOW,ADF,0.0,0.0,0.7
3277,0.175,LOW,ADF,0.0,0.0,0.7
3278,0.175,LOW,ADF,0.0,0.0,0.7
3279,0.175,LOW,ADF,0.0,0.0,0.7
3280,0.175,LOW,ADF,0.0,0.0,0.7
3281,0.175,LOW,ADF,0.0,0.0,0.7
3282,0.175,LOW,ADF,0.0,0.0,0.7
3283,0.175,LOW,ADF,0.0,0.0,0.7
3284,0.175,LOW,ADF,0.0,0.0,0.7
3285,0.175,LOW,ADF,0.0,0.0,0.7
3286,0.175,LOW,ADF,0.0,0.0,0.7
3287,0.175,LOW,ADF,0.0,0.0,0.7
3288,0.175,LOW,ADF,0.0,0.0,0.7
3289,0.175,LOW,ADF,0.0,0.0,0.7
3290,0.175,LOW,ADF,0.0,0.0,0.7
3291,0.175,LOW,ADF,0.0,0.0,0.7
3292,0.175,LOW,ADF,0.0,0.0,0.7
3293,0.175,LOW,ADF,0.0,0.0,0.7
3294,0.175,LOW,ADF,0.0,0.0,0.7
3295,0.175,LOW,ADF,0.0,0.0,0.7
3296,0.175,LOW,ADF,0.0,0.0,0.7
3297,0.175,LOW,ADF,0.0,0.0,0.7
3298,0.175,LOW,ADF,0.0,0.0,0.7
3299,0.175,LOW,ADF,0.0,0.0,0.7
3300,0.175,LOW,ADF,0.0,0.0,0.7
3301,0.175,LOW,ADF,0.0,0.0,0.7
3302,0.175,LOW,ADF,0.0,0.0,0.7
3303,0.175,LOW,ADF,0.0,0.0,0.7
3304,0.175,LOW,ADF,0.0,0.0,0.7
3305,0.175,LOW,ADF,0.0,0.0,0.7
3306,0.175,LOW,ADF,0.0,0.0,0.7
3307,0.175,LOW,ADF,0.0,0.0,0.7
3308,0.175,LOW,ADF,0.0,0.0,0.7
3309,0.175,LOW,ADF,0.0,0.0,0.7
3310,0.175,LOW,ADF,0.0,0.0,0.7
3311,0.175,LOW,ADF,0.0,0.0,0.7
3312,0.175,LOW,ADF,0.0,0.0,0.7
3313,0.175,LOW,ADF,0.0,0.0,0.7
3314,0.175,LOW,ADF,0.0,0.0,0.7
3315,0.175,LOW,ADF,0.0,0.0,0.7
3316,0.175,LOW,ADF,0.0,0.0,0.7
3317,0.175,LOW,ADF,0.0,0.0,0.7
3318,0.175,LOW,ADF,0.0,0.0,0.7
3319,0.175,LOW,ADF,0.0,0.0,0.7
3320,0.175,LOW,ADF,0.0,0.0,0.7
3321,0.175,LOW,ADF,0.0,0.0,0.7
3322,0.175,LOW,ADF,0.0,0.0,0.7
3323,0.175,LOW,ADF,0.0,0.0,0.7
3324,0.175,LOW,ADF,0.0,0.0,0.7
3325,0.175,LOW,ADF,0.0,0.0,0.7
3326,0.175,LOW,ADF,0.0,0.0,0.7
3327,0.175,LOW,ADF,0.0,0.0,0.7
3328,0.175,LOW,ADF,0.0,0.0,0.7
3329,0.175,LOW,ADF,0.0,0.0,0.7
3330,0.175,LOW,ADF,0.0,0.0,0.7
3331,0.175,LOW,ADF,0.0,0.0,0.7
3332,0.175,LOW,ADF,0.0,0.0,0.7
3333,0.175,LOW,ADF,0.0,0.0,0.7
3334,0.175,LOW,ADF,0.0,0.0,0.7
3335,0.175,LOW,ADF,0.0,0.0,0.7
3336,0.175,LOW,ADF,0.0,0.0,0.7
3337,0.175,LOW,ADF,0.0,0.0,0.7
3338,0.175,LOW,ADF,0.0,0.0,0.7
3339,0.175,LOW,ADF,0.0,0.0,0.7
3340,0.175,LOW,ADF,0.0,0.0,0.7
3341,0.175,LOW,ADF,0.0,0.0,0.7
3342,0.175,LOW,ADF,0.0,0.0,0.7
3343,0.175,LOW,ADF,0.0,0.0,0.7
3344,0.175,LOW,ADF,0.0,0.0,0.7
3345,0.175,LOW,ADF,0.0,0.0,0.7
3346,0.175,LOW,ADF,0.0,0.0,0.7
3347,0.175,LOW,ADF,0.0,0.0,0.7
3348,0.175,LOW,ADF,0.0,0.0,0.7
3349,0.175,LOW,ADF,0.0,0.0,0.7
3350,0.175,LOW,ADF,0.0,0.0,0.7
3351,0.175,LOW,ADF,0.0,0.0,0.7
3352,0.175,LOW,ADF,0.0,0.0,0.7
3353,0.175,LOW,ADF,0.0,0.0,0.7
3354,0.731,MODERATE,CFF_n,0.516,1.0,0.7
3355,0.175,LOW,ADF,0.0,0.0,0.7
3357,0.175,LOW,ADF,0.0,0.0,0.7
3358,0.175,LOW,ADF,0.0,0.0,0.7
3359,0.175,LOW,ADF,0.0,0.0,0.7
3360,0.175,LOW,ADF,0.0,0.0,0.7
3361,0.175,LOW,ADF,0.0,0.0,0.7
3363,0.175,LOW,ADF,0.0,0.0,0.7
3364,0.175,LOW,ADF,0.0,0.0,0.7
3365,0.175,LOW,ADF,0.0,0.0,0.7
3366,0.175,LOW,ADF,0.0,0.0,0.7
3367,0.175,LOW,ADF,0.0,0.0,0.7
3368,0.175,LOW,ADF,0.0,0.0,0.7
3369,0.175,LOW,ADF,0.0,0.0,0.7
3370,0.175,LOW,ADF,0.0,0.0,0.7
3371,0.175,LOW,ADF,0.0,0.0,0.7
3372,0.175,LOW,ADF,0.0,0.0,0.7
3373,0.175,LOW,ADF,0.0,0.0,0.7
3374,0.175,LOW,ADF,0.0,0.0,0.7
3375,0.175,LOW,ADF,0.0,0.0,0.7
